0.0,0.0,0.0
24.359,-19.151,-1.333
24.359,-19.151,-1.333
24.359,-19.151,-1.333
24.359,-19.152,-1.335
24.359,-19.154,-1.337
24.36,-19.156,-1.34
24.36,-19.158,-1.344
24.361,-19.16,-1.348
24.361,-19.162,-1.353
24.362,-19.165,-1.356
24.362,-19.167,-1.36
24.363,-19.17,-1.365
24.363,-19.173,-1.368
24.364,-19.175,-1.373
24.364,-19.178,-1.376
24.365,-19.18,-1.38
24.365,-19.183,-1.382
24.366,-19.185,-1.384
24.366,-19.187,-1.386
24.367,-19.19,-1.387
24.367,-19.192,-1.388
24.368,-19.195,-1.387
24.368,-19.197,-1.388
24.369,-19.199,-1.387
24.369,-19.202,-1.387
24.369,-19.204,-1.386
24.37,-19.208,-1.386
24.37,-19.209,-1.385
24.371,-19.212,-1.385
24.371,-19.214,-1.385
24.372,-19.217,-1.384
24.372,-19.22,-1.383
24.373,-19.222,-1.384
24.373,-19.225,-1.383
24.374,-19.227,-1.383
24.374,-19.23,-1.383
24.375,-19.232,-1.382
24.375,-19.235,-1.382
24.376,-19.237,-1.381
24.376,-19.239,-1.38
24.377,-19.242,-1.38
24.377,-19.244,-1.379
24.378,-19.247,-1.38
24.378,-19.249,-1.379
24.379,-19.252,-1.379
24.379,-19.254,-1.379
24.379,-19.256,-1.379
24.38,-19.259,-1.379
24.38,-19.261,-1.379
24.381,-19.264,-1.379
24.381,-19.266,-1.379
24.382,-19.269,-1.379
24.382,-19.271,-1.379
24.383,-19.273,-1.379
24.383,-19.277,-1.379
24.384,-19.279,-1.379
24.384,-19.281,-1.378
24.385,-19.284,-1.378
24.385,-19.286,-1.379
24.386,-19.289,-1.379
24.386,-19.291,-1.379
24.387,-19.293,-1.379
24.387,-19.295,-1.379
24.388,-19.298,-1.378
24.388,-19.3,-1.377
24.389,-19.304,-1.376
24.389,-19.306,-1.376
24.389,-19.308,-1.375
24.39,-19.311,-1.374
24.39,-19.313,-1.374
24.391,-19.315,-1.372
24.392,-19.318,-1.372
24.392,-19.32,-1.371
24.392,-19.323,-1.37
24.393,-19.326,-1.369
24.393,-19.328,-1.368
24.394,-19.33,-1.367
24.395,-19.333,-1.367
24.395,-19.335,-1.367
24.395,-19.337,-1.366
24.396,-19.34,-1.366
24.396,-19.342,-1.366
24.397,-19.344,-1.365
24.398,-19.348,-1.365
24.398,-19.35,-1.365
24.399,-19.353,-1.365
24.399,-19.355,-1.365
24.399,-19.357,-1.366
24.4,-19.36,-1.366
24.401,-19.362,-1.365
24.401,-19.364,-1.364
24.402,-19.367,-1.364
24.402,-19.37,-1.363
24.403,-19.372,-1.363
24.403,-19.375,-1.362
24.404,-19.377,-1.361
24.404,-19.379,-1.361
24.405,-19.382,-1.36
24.405,-19.385,-1.36
24.406,-19.387,-1.36
24.406,-19.39,-1.359
24.407,-19.392,-1.359
24.407,-19.394,-1.358
24.408,-19.397,-1.358
24.408,-19.399,-1.359
24.409,-19.401,-1.359
24.41,-19.404,-1.359
24.41,-19.406,-1.36
24.41,-19.408,-1.361
24.411,-19.412,-1.363
24.412,-19.414,-1.364
24.412,-19.416,-1.366
24.413,-19.419,-1.369
24.413,-19.421,-1.371
24.414,-19.423,-1.373
24.414,-19.427,-1.375
24.415,-19.429,-1.376
24.415,-19.431,-1.38
24.416,-19.434,-1.382
24.416,-19.436,-1.385
24.416,-19.438,-1.39
24.417,-19.441,-1.392
24.417,-19.444,-1.395
24.418,-19.446,-1.398
24.418,-19.449,-1.4
24.419,-19.451,-1.404
24.419,-19.453,-1.409
24.42,-19.456,-1.413
24.42,-19.458,-1.416
24.42,-19.46,-1.422
24.421,-19.464,-1.426
24.421,-19.466,-1.43
24.421,-19.468,-1.436
24.422,-19.471,-1.433
24.422,-19.473,-1.42
24.422,-19.475,-1.393
24.423,-19.478,-1.38
24.423,-19.48,-1.364
24.424,-19.484,-1.357
24.424,-19.486,-1.349
24.425,-19.488,-1.34
24.426,-19.491,-1.332
24.426,-19.493,-1.321
24.427,-19.496,-1.314
24.428,-19.498,-1.308
24.428,-19.5,-1.3
24.429,-19.503,-1.297
24.429,-19.505,-1.296
24.43,-19.507,-1.299
24.431,-19.51,-1.303
24.431,-19.512,-1.305
24.432,-19.514,-1.311
24.433,-19.517,-1.315
24.433,-19.519,-1.323
24.434,-19.522,-1.33
24.435,-19.524,-1.337
24.435,-19.526,-1.348
24.436,-19.529,-1.354
24.436,-19.531,-1.361
24.437,-19.533,-1.37
24.437,-19.537,-1.375
24.438,-19.539,-1.38
24.438,-19.541,-1.388
24.439,-19.544,-1.394
24.439,-19.546,-1.398
24.439,-19.548,-1.405
24.44,-19.551,-1.409
24.44,-19.554,-1.413
24.441,-19.556,-1.419
24.441,-19.559,-1.424
24.441,-19.561,-1.428
24.442,-19.563,-1.435
24.442,-19.566,-1.44
24.442,-19.569,-1.445
24.443,-19.571,-1.451
24.443,-19.574,-1.456
24.443,-19.576,-1.46
24.444,-19.578,-1.467
24.444,-19.582,-1.471
24.444,-19.584,-1.476
24.444,-19.586,-1.484
24.445,-19.589,-1.489
24.445,-19.591,-1.493
24.445,-19.593,-1.499
24.445,-19.597,-1.502
24.445,-19.599,-1.507
24.445,-19.601,-1.515
24.446,-19.604,-1.521
24.446,-19.606,-1.526
24.446,-19.608,-1.534
24.446,-19.612,-1.539
24.446,-19.614,-1.546
24.446,-19.616,-1.555
24.446,-19.619,-1.561
24.446,-19.621,-1.568
24.446,-19.623,-1.577
24.446,-19.626,-1.583
24.446,-19.629,-1.59
24.446,-19.631,-1.6
24.446,-19.634,-1.608
24.446,-19.636,-1.615
24.446,-19.638,-1.627
24.445,-19.642,-1.635
24.445,-19.644,-1.642
24.445,-19.646,-1.654
24.445,-19.649,-1.662
24.445,-19.651,-1.67
24.444,-19.653,-1.681
24.444,-19.657,-1.688
24.444,-19.658,-1.695
24.443,-19.661,-1.707
24.443,-19.664,-1.715
24.443,-19.666,-1.72
24.442,-19.668,-1.731
24.442,-19.671,-1.74
24.441,-19.673,-1.749
24.441,-19.675,-1.762
24.44,-19.679,-1.771
24.44,-19.681,-1.78
24.44,-19.683,-1.793
24.439,-19.686,-1.802
24.438,-19.688,-1.814
24.438,-19.69,-1.824
24.437,-19.693,-1.837
24.436,-19.695,-1.846
24.436,-19.698,-1.855
24.435,-19.7,-1.868
24.434,-19.703,-1.876
24.433,-19.705,-1.889
24.433,-19.707,-1.897
24.432,-19.71,-1.907
24.431,-19.712,-1.92
24.43,-19.714,-1.928
24.429,-19.717,-1.937
24.429,-19.719,-1.95
